brand, product_name , price
ZOTAC,ZOTAC GAMING GeForce RTX 2060 Twin Fan 6GB GDDR6 192-bit Gaming Graphics Card| Super Compact| IceStorm 2.0| ZT-T20600F-10M,₹ 25,772 
            
–
MSI,MSI Radeon RX 580 DirectX 12 RX 580 ARMOR 8G OC Video Card,₹ 15,117 (2 Offers)

–
Sapphire Tech,Sapphire PULSE Radeon RX 580 8GB GDDR5 PCI-E Dual HDMI / DVI-D / Dual DP OC w/ Backplate (UEFI)| 100411P8GOCL,₹ 14,432 (3 Offers)

–
MSI,MSI GeForce RTX 2060 DirectX 12 RTX 2060 VENTUS 6G OC Video Card,₹ 26,244 (2 Offers)

–
XFX,XFX Radeon RX 5700 XT DirectX 12 RX-57XT8MFD6 Video Card,₹ 29,604 (2 Offers)

–
Sapphire Tech,Sapphire Radeon RX 5700 XT 8GB GDDR6 PCI-E HDMI / TRIPLE DP (UEFI),₹ 33,063 
            
–
ASRock,ASRock Radeon RX 5700 XT DirectX 12 RX 5700 XT 8G Video Card,₹ 33,063 
            
–
MSI,MSI GeForce GTX 1660 Ti DirectX 12 GTX 1660 TI VENTUS XS 6G OC Video Card,₹ 20,360 (2 Offers)

–
MSI,MSI GeForce GTX 1660 Ti DirectX 12 GTX 1660 TI ARMOR 6G OC Video Card,₹ 21,422 (3 Offers)

–
MSI,MSI Radeon RX 570 DirectX 12 RX 570 ARMOR 8G OC Video Card,₹ 12,581 (3 Offers)

–
MSI,MSI GeForce GTX 1660 DirectX 12 GTX 1660 GAMING X 6G Video Card,₹ 18,467 (3 Offers)

–
MSI,MSI GeForce GTX 1660 Ti DirectX 12 GTX 1660 TI GAMING X 6G Video Card,₹ 22,707 (3 Offers)

–
